,survival,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,embark_town,alive,alone,family
281,0,3,male,-0.17625906909495204,0,0,-0.971705897410643,S,Third,man,True,Southampton,no,True,0
282,0,3,male,-1.7571023967384214,0,0,-0.7643853905401847,S,Third,man,True,Southampton,no,True,0
283,1,3,male,-1.2716473079558395,0,0,-0.9448718915295101,S,Third,man,True,Southampton,yes,True,0
284,0,1,male,-0.009837837889073225,0,0,0.33279481642245184,S,First,man,True,Southampton,no,True,0
285,0,3,male,0.2878761249879749,0,0,-0.8649580629279608,C,Third,man,True,Cherbourg,no,True,0
286,1,3,male,0.018637005848696625,0,0,-0.7643853905401847,S,Third,man,True,Southampton,yes,True,0
287,0,3,male,-0.8575111649413711,0,0,-0.9659491590548142,S,Third,man,True,Southampton,no,True,0
288,1,2,male,0.9691282208343964,0,0,-0.4225724730325312,S,Second,man,True,Southampton,yes,True,0
289,1,3,female,-0.8575111649413711,0,0,-0.9862603332214835,Q,Third,woman,False,Queenstown,yes,True,0
290,1,1,female,-0.38560465195745286,0,0,1.5418350440855546,S,First,woman,False,Southampton,yes,True,0
291,1,1,female,-1.2716473079558395,1,0,1.6989596469875836,C,First,woman,False,Cherbourg,yes,False,1
292,0,2,male,0.5336721831202722,0,0,-0.4331016819235759,C,Second,man,True,Cherbourg,no,True,0
293,0,3,female,-0.6117151068090739,0,0,-0.8416217398855538,S,Third,woman,False,Southampton,no,True,0
294,0,3,male,-0.6117151068090739,0,0,-0.9659491590548142,S,Third,man,True,Southampton,no,True,0
296,0,3,male,-0.6711883064079053,0,0,-1.0620692257971638,C,Third,man,True,Cherbourg,no,True,0
298,1,1,male,-0.009837837889073225,0,0,0.5067541049730276,S,First,man,True,Southampton,yes,True,0
301,1,3,male,-0.009837837889073225,2,0,0.2109684948360477,Q,Third,man,True,Queenstown,yes,False,2
303,1,2,female,-0.009837837889073225,0,0,-0.47847009165580945,Q,Second,woman,False,Queenstown,yes,True,0
306,1,1,female,-0.009837837889073225,0,0,1.9133695754463693,C,First,woman,False,Cherbourg,yes,True,0
307,1,1,female,-1.5858455613246225,1,0,1.8937012122491494,C,First,woman,False,Cherbourg,yes,False,1
308,0,2,male,0.018637005848696625,1,0,0.2455671037061512,C,Second,man,True,Cherbourg,no,False,1
309,1,1,female,0.018637005848696625,0,0,1.1868562832191136,C,First,woman,False,Cherbourg,yes,True,0
310,1,1,female,-0.6117151068090739,0,0,1.5998091138413721,C,First,woman,False,Cherbourg,yes,True,0
312,0,2,female,-0.38560465195745286,1,1,0.33279481642245184,S,Second,woman,False,Southampton,no,False,2
314,0,2,male,1.0355988791485065,1,1,0.3432232657884326,S,Second,man,True,Southampton,no,False,2
315,1,3,female,-0.38560465195745286,0,0,-0.971705897410643,S,Third,woman,False,Southampton,yes,True,0
316,1,2,female,-0.6117151068090739,1,0,0.33279481642245184,S,Second,woman,False,Southampton,yes,False,1
317,0,2,male,1.6790594730496204,0,0,-0.3418122252485891,S,Second,man,True,Southampton,no,True,0
318,1,1,female,0.11126407917622454,0,2,2.3456344979530854,S,First,woman,False,Southampton,yes,False,2
319,1,1,female,0.8313022210240106,1,1,2.1237877645709973,C,First,woman,False,Cherbourg,yes,False,2
321,0,3,male,-0.27899303205504183,0,0,-0.9659491590548142,S,Third,man,True,Southampton,no,True,0
322,1,2,female,0.018637005848696625,0,0,-0.47847009165580945,Q,Second,woman,False,Queenstown,yes,True,0
323,1,2,female,-0.8575111649413711,1,1,0.4517963437970058,S,Second,woman,False,Southampton,yes,False,2
325,1,1,female,0.5336721831202722,0,0,2.132931676227453,C,First,woman,False,Cherbourg,yes,True,0
326,0,3,male,2.0233826837756923,0,0,-1.2228628206621992,S,Third,man,True,Southampton,no,True,0
327,1,2,female,0.5336721831202722,0,0,-0.4225724730325312,S,Second,woman,False,Southampton,yes,True,0
328,1,3,female,0.11126407917622454,1,1,0.07511682524634744,S,Third,woman,False,Southampton,yes,False,2
329,1,1,female,-1.7571023967384214,0,1,1.2067727510108968,C,First,woman,False,Cherbourg,yes,False,1
330,1,3,female,-0.009837837889073225,2,0,0.2109684948360477,Q,Third,woman,False,Queenstown,yes,False,2
331,0,1,male,1.1952386756860174,0,0,0.43284343751734605,S,First,man,True,Southampton,no,True,0
332,0,1,male,0.6864051971488218,0,1,2.2675190447236,S,First,man,True,Southampton,no,False,1
333,0,3,male,-1.7571023967384214,2,0,-0.06793864714628411,S,Third,man,True,Southampton,no,False,2
334,1,1,female,-0.009837837889073225,1,0,2.1168789221418405,S,First,woman,False,Southampton,yes,False,1
336,0,1,male,-0.07713055989668878,1,0,1.3578362003915712,S,First,man,True,Southampton,no,False,1
337,1,1,female,0.9010557067138735,0,0,2.1237877645709973,C,First,woman,False,Cherbourg,yes,True,0
338,1,3,male,1.1640242957780427,0,0,-0.9448718915295101,S,Third,man,True,Southampton,yes,True,0
339,0,1,male,1.1640242957780427,0,0,0.6721869303225285,S,First,man,True,Southampton,no,True,0
342,0,2,male,-0.17625906909495204,0,0,-0.4225724730325312,S,Second,man,True,Southampton,no,True,0
344,0,2,male,0.5336721831202722,0,0,-0.4225724730325312,S,Second,man,True,Southampton,no,True,0
345,1,2,female,-0.6117151068090739,0,0,-0.4225724730325312,S,Second,woman,False,Southampton,yes,True,0
346,1,2,female,0.8313022210240106,0,0,-0.4225724730325312,S,Second,woman,False,Southampton,yes,True,0
347,1,3,female,-0.009837837889073225,1,0,-0.1895046020745276,S,Third,woman,False,Southampton,yes,False,1
349,0,3,male,0.9691282208343964,0,0,-0.8649580629279608,S,Third,man,True,Southampton,no,True,0
350,0,3,male,-0.7319405971034905,0,0,-0.7963968004681826,S,Third,man,True,Southampton,no,True,0
351,0,1,male,-0.009837837889073225,0,0,0.6567290166408669,S,First,man,True,Southampton,no,True,0
352,0,3,male,-1.9394154992559647,1,1,-1.0620692257971638,C,Third,child,False,Cherbourg,no,False,2
353,0,3,male,-0.49639817142288,1,0,-0.08011491507866345,S,Third,man,True,Southampton,no,False,1
356,1,1,female,-0.8575111649413711,0,1,1.1492864234530296,S,First,woman,False,Southampton,yes,False,1
357,0,2,female,0.6864051971488218,0,0,-0.4225724730325312,S,Second,woman,False,Southampton,no,True,0
360,0,3,male,0.8313022210240106,1,4,0.4096560810041224,S,Third,man,True,Southampton,no,False,5
361,0,2,male,-0.07713055989668878,1,0,0.4026340137327415,C,Second,man,True,Cherbourg,no,False,1
362,0,3,female,1.1640242957780427,0,1,-0.30701854650736077,C,Third,woman,False,Cherbourg,no,False,1
363,0,3,male,0.45409304356281976,0,0,-1.0894231499845994,S,Third,man,True,Southampton,no,True,0
365,0,3,male,0.018637005848696625,0,0,-1.05893823511296,S,Third,man,True,Southampton,no,True,0
366,1,1,female,1.9766895109533567,1,0,1.490908806010894,C,First,woman,False,Cherbourg,yes,False,1
367,1,3,female,-0.009837837889073225,0,0,-1.0620692257971638,C,Third,woman,False,Cherbourg,yes,True,0
369,1,1,female,-0.6117151068090739,0,0,1.401143805436987,C,First,woman,False,Cherbourg,yes,True,0
370,1,1,male,-0.49639817142288,1,0,1.158003268794163,C,First,man,True,Cherbourg,yes,False,1
371,0,3,male,-1.4243803219843891,1,0,-1.178644145697173,S,Third,man,True,Southampton,no,False,1
372,0,3,male,-1.2716473079558395,0,0,-0.9448718915295101,S,Third,man,True,Southampton,no,True,0
373,0,1,male,-0.8575111649413711,0,0,2.132931676227453,C,First,man,True,Cherbourg,no,True,0
375,1,1,female,-0.009837837889073225,1,0,1.5867907718524545,C,First,woman,False,Cherbourg,yes,False,1
376,1,3,female,-0.8575111649413711,0,0,-1.05893823511296,S,Third,woman,False,Southampton,yes,True,0
377,0,1,male,-0.27899303205504183,0,2,2.617081498872353,C,First,man,True,Cherbourg,no,False,2
378,0,3,male,-1.1267502840806507,0,0,-1.7036288093550818,C,Third,man,True,Cherbourg,no,True,0
379,0,3,male,-1.2716473079558395,0,0,-0.9827506211941123,S,Third,man,True,Southampton,no,True,0
380,1,1,female,0.9691282208343964,0,0,2.6966725946465777,C,First,woman,False,Cherbourg,yes,True,0
382,0,3,male,0.20095010836623992,0,0,-0.9619264593562706,S,Third,man,True,Southampton,no,True,0
383,1,1,female,0.45409304356281976,1,0,1.0881621058774344,S,First,woman,False,Southampton,yes,False,1
385,0,2,male,-1.4243803219843891,0,0,1.465266101911733,S,Second,man,True,Southampton,no,True,0
388,0,3,male,-0.009837837889073225,0,0,-0.9891890528204046,Q,Third,man,True,Queenstown,no,True,0
389,1,2,female,-1.5858455613246225,0,0,-0.5098001857488318,C,Second,woman,False,Cherbourg,yes,True,0
390,1,1,male,0.5336721831202722,1,2,1.9994756350505893,S,First,man,True,Southampton,yes,False,3
391,1,3,male,-0.9889242842702648,0,0,-0.9798391307057922,S,Third,man,True,Southampton,yes,True,0
392,0,3,male,-0.17625906909495204,2,0,-0.9619264593562706,S,Third,man,True,Southampton,no,False,2
393,1,1,female,-0.7319405971034905,1,0,1.9366253639509328,C,First,woman,False,Cherbourg,yes,False,1
394,1,3,female,-0.6117151068090739,0,2,-0.1496307159725039,S,Third,woman,False,Southampton,yes,False,2
395,0,3,male,-0.8575111649413711,0,0,-0.9798391307057922,S,Third,man,True,Southampton,no,True,0
396,0,3,female,0.11126407917622454,0,0,-0.971705897410643,S,Third,woman,False,Southampton,no,True,0
397,0,2,male,1.2261119080011706,0,0,0.33279481642245184,S,Second,man,True,Southampton,no,True,0
398,0,2,male,-0.7319405971034905,0,0,-0.6553179761010235,S,Second,man,True,Southampton,no,True,0
399,1,2,female,-0.17625906909495204,0,0,-0.4523144847173479,S,Second,woman,False,Southampton,yes,True,0
400,1,3,male,0.7597826379718933,0,0,-0.9619264593562706,S,Third,man,True,Southampton,yes,True,0
401,0,3,male,-0.38560465195745286,0,0,-0.9448718915295101,S,Third,man,True,Southampton,no,True,0
402,0,3,female,-0.9889242842702648,1,0,-0.7277274961065119,S,Third,woman,False,Southampton,no,False,1
403,0,3,male,-0.17625906909495204,1,0,-0.20655916990128861,S,Third,man,True,Southampton,no,False,1
404,0,3,female,-1.1267502840806507,0,0,-0.8649580629279608,S,Third,woman,False,Southampton,no,True,0
405,0,2,male,0.3722069437800388,1,0,0.10004931335395954,S,Second,man,True,Southampton,no,False,1
406,0,3,male,1.517594233709386,0,0,-0.9862603332214835,S,Third,man,True,Southampton,no,True,0
408,0,3,male,-0.9889242842702648,0,0,-0.9827506211941123,S,Third,man,True,Southampton,no,True,0
411,0,3,male,-0.009837837889073225,0,0,-1.1194658025828235,Q,Third,man,True,Queenstown,no,True,0
412,1,1,female,0.2878761249879749,1,0,1.6859698841981554,Q,First,woman,False,Queenstown,yes,False,1
414,1,3,male,1.1005413401632875,0,0,-0.9619264593562706,S,Third,man,True,Southampton,yes,True,0
415,0,3,female,-0.009837837889073225,0,0,-0.9448718915295101,S,Third,woman,False,Southampton,no,True,0
416,1,2,female,0.3722069437800388,1,1,0.5759687688569248,S,Second,woman,False,Southampton,yes,False,2
417,1,2,female,-1.4243803219843891,0,2,-0.4225724730325312,S,Second,woman,False,Southampton,yes,False,2
421,0,3,male,-0.9889242842702648,0,0,-0.9886111339665123,Q,Third,man,True,Queenstown,no,True,0
422,0,3,male,-0.07713055989668878,0,0,-0.9688237269534579,S,Third,man,True,Southampton,no,True,0
423,0,3,female,-0.17625906909495204,1,1,-0.31111259958075715,S,Third,woman,False,Southampton,no,False,2
424,0,3,male,-1.4243803219843891,1,1,0.05839718702726486,S,Third,man,True,Southampton,no,False,2
426,1,2,female,-0.17625906909495204,1,0,0.33279481642245184,S,Second,woman,False,Southampton,yes,False,1
427,1,2,female,-1.2716473079558395,0,0,0.33279481642245184,S,Second,woman,False,Southampton,yes,True,0
429,1,3,male,0.20095010836623992,0,0,-0.9448718915295101,S,Third,man,True,Southampton,yes,True,0
430,1,1,male,-0.17625906909495204,0,0,0.35560708817197745,S,First,man,True,Southampton,yes,True,0
432,1,2,female,0.9691282208343964,1,0,0.33279481642245184,S,Second,woman,False,Southampton,yes,False,1
433,0,3,male,-1.5858455613246225,0,0,-1.0778911413926195,S,Third,man,True,Southampton,no,True,0
434,0,1,male,1.461654333681781,1,0,1.1669746057924772,S,First,man,True,Southampton,no,False,1
435,1,1,female,-2.1343115741996135,1,2,1.9994756350505893,S,First,child,False,Southampton,yes,False,3
436,0,3,female,-0.9889242842702648,2,2,0.6370930864325202,S,Third,woman,False,Southampton,no,False,4
437,1,2,female,-0.6117151068090739,2,3,-0.023452280879885264,S,Second,woman,False,Southampton,yes,False,5
439,0,2,male,0.11126407917622454,0,0,-0.6553179761010235,S,Second,man,True,Southampton,no,True,0
440,1,2,female,1.1640242957780427,1,1,0.3432232657884326,S,Second,woman,False,Southampton,yes,False,2
441,0,3,male,-1.1267502840806507,0,0,-0.7643853905401847,S,Third,man,True,Southampton,no,True,0
442,0,3,male,-0.49639817142288,1,0,-0.9827506211941123,S,Third,man,True,Southampton,no,False,1
443,1,2,female,-0.17625906909495204,0,0,-0.4225724730325312,S,Second,woman,False,Southampton,yes,True,0
444,1,3,male,-0.009837837889073225,0,0,-0.936443662028131,S,Third,man,True,Southampton,yes,True,0
446,1,2,female,-2.3436571570621143,0,1,0.019289065570016965,S,Second,child,False,Southampton,yes,False,1
447,1,1,male,0.3722069437800388,0,0,0.35560708817197745,S,First,man,True,Southampton,yes,True,0
449,1,1,male,1.5724478531472084,0,0,0.5067541049730276,S,First,man,True,Southampton,yes,True,0
450,0,2,male,0.5336721831202722,1,2,0.4037813247685143,S,Second,man,True,Southampton,no,False,3
451,0,3,male,-0.009837837889073225,1,0,0.04506354719305155,S,Third,man,True,Southampton,no,False,1
452,0,1,male,0.018637005848696625,0,0,0.4037813247685143,C,First,man,True,Cherbourg,no,True,0
453,1,1,male,1.4045842585485195,1,0,1.6750687517056937,C,First,man,True,Cherbourg,yes,False,1
455,1,3,male,-0.07713055989668878,0,0,-0.9659491590548142,C,Third,man,True,Cherbourg,yes,True,0
456,0,1,male,2.2027999658049775,0,0,0.35560708817197745,S,First,man,True,Southampton,no,True,0
457,1,1,female,-0.009837837889073225,1,0,1.0852767001556516,S,First,woman,False,Southampton,yes,False,1
458,1,2,female,1.461654333681781,0,0,-0.6553179761010235,S,Second,woman,False,Southampton,yes,True,0
460,1,1,male,1.346337398295587,0,0,0.35560708817197745,S,First,man,True,Southampton,yes,True,0
461,0,3,male,0.3722069437800388,0,0,-0.9448718915295101,S,Third,man,True,Southampton,no,True,0
462,0,1,male,1.2868641986967546,0,0,0.7605946806663649,S,First,man,True,Southampton,no,True,0
463,0,2,male,1.346337398295587,0,0,-0.4225724730325312,S,Second,man,True,Southampton,no,True,0
465,0,3,male,0.6864051971488218,0,0,-1.0894231499845994,S,Third,man,True,Southampton,no,True,0
467,0,1,male,1.7817934360097103,0,0,0.35560708817197745,S,First,man,True,Southampton,no,True,0
468,0,3,male,-0.009837837889073225,0,0,-0.9897813852104838,Q,Third,man,True,Queenstown,no,True,0
471,0,3,male,0.6864051971488218,0,0,-0.8649580629279608,S,Third,man,True,Southampton,no,True,0
472,1,2,female,0.2878761249879749,1,2,0.4037813247685143,S,Second,woman,False,Southampton,yes,False,3
473,1,2,female,-0.7319405971034905,0,0,-0.3581481979148156,C,Second,woman,False,Cherbourg,yes,True,0
474,0,3,female,-0.8575111649413711,0,0,-0.7263419083260212,S,Third,woman,False,Southampton,no,True,0
475,0,1,male,-0.009837837889073225,0,0,1.0881621058774344,S,First,man,True,Southampton,no,True,0
477,0,3,male,-0.07713055989668878,1,0,-1.0900725649357406,S,Third,man,True,Southampton,no,False,1
478,0,3,male,-0.8575111649413711,0,0,-1.0189754253240368,S,Third,man,True,Southampton,no,True,0
482,0,3,male,1.461654333681781,0,0,-0.9448718915295101,S,Third,man,True,Southampton,no,True,0
483,1,3,female,2.1145155107637437,0,0,-0.7543940271692522,S,Third,woman,False,Southampton,yes,True,0
484,1,1,male,-0.49639817142288,1,0,1.6989596469875836,C,First,man,True,Cherbourg,yes,False,1
486,1,1,female,0.45409304356281976,1,0,1.6859698841981554,S,First,woman,False,Southampton,yes,False,1
487,0,1,male,1.880921945207971,0,0,0.4777885554817616,C,First,man,True,Cherbourg,no,True,0
491,0,3,male,-0.9889242842702648,0,0,-1.05893823511296,S,Third,man,True,Southampton,no,True,0
492,0,1,male,1.7308934528210618,0,0,0.5067541049730276,S,First,man,True,Southampton,no,True,0
495,0,3,male,-0.009837837889073225,0,0,-0.3067094736105588,C,Third,man,True,Cherbourg,no,True,0
496,1,1,female,1.6790594730496204,1,0,1.533743445465881,C,First,woman,False,Cherbourg,yes,False,1
497,0,3,male,-0.009837837889073225,0,0,-0.25938524559366394,S,Third,man,True,Southampton,no,True,0
498,0,1,female,-0.49639817142288,1,2,2.253852705191855,S,First,woman,False,Southampton,no,False,3
499,0,3,male,-0.6117151068090739,0,0,-0.9798391307057922,S,Third,man,True,Southampton,no,True,0
501,0,3,female,-0.9889242842702648,0,0,-0.9862603332214835,Q,Third,woman,False,Queenstown,no,True,0
502,0,3,female,-0.009837837889073225,0,0,-1.0033803753917039,Q,Third,woman,False,Queenstown,no,True,0
503,0,3,female,0.6110707956386078,0,0,-0.7543940271692522,S,Third,woman,False,Southampton,no,True,0
504,1,1,female,-1.7571023967384214,0,0,1.642744090244144,S,First,woman,False,Southampton,yes,True,0
505,0,1,male,-1.4243803219843891,1,0,1.8937012122491494,C,First,man,True,Cherbourg,no,False,1
506,1,2,female,0.2878761249879749,0,2,0.33279481642245184,S,Second,woman,False,Southampton,yes,False,2
507,1,1,male,-0.009837837889073225,0,0,0.35560708817197745,S,First,man,True,Southampton,yes,True,0
508,0,3,male,-0.17625906909495204,0,0,0.17644548269467233,S,Third,man,True,Southampton,no,True,0
509,1,3,male,-0.38560465195745286,0,0,1.1785282022019663,S,Third,man,True,Southampton,yes,True,0
510,1,3,male,-0.07713055989668878,0,0,-0.9862603332214835,Q,Third,man,True,Queenstown,yes,True,0
512,1,1,male,0.5336721831202722,0,0,0.34477896147382353,S,First,man,True,Southampton,yes,True,0
513,1,1,female,1.6790594730496204,1,0,1.2331558449367441,C,First,woman,False,Cherbourg,yes,False,1
514,0,3,male,-0.6117151068090739,0,0,-1.0226039619080833,S,Third,man,True,Southampton,no,True,0
515,0,1,male,1.2868641986967546,0,0,0.6258058995855373,S,First,man,True,Southampton,no,True,0
516,1,2,female,0.3722069437800388,0,0,-0.6553179761010235,S,Second,woman,False,Southampton,yes,True,0
517,0,3,male,-0.009837837889073225,0,0,0.2523569365280206,Q,Third,man,True,Queenstown,no,True,0
518,1,2,female,0.5336721831202722,1,0,0.33279481642245184,S,Second,woman,False,Southampton,yes,False,1
519,0,3,male,0.20095010836623992,0,0,-0.9659491590548142,S,Third,man,True,Southampton,no,True,0
520,1,1,female,0.018637005848696625,0,0,1.7275463297968392,S,First,woman,False,Southampton,yes,True,0
523,1,1,female,1.1005413401632875,0,1,1.2067727510108968,C,First,woman,False,Cherbourg,yes,False,1
524,0,3,male,-0.009837837889073225,0,0,-1.0620692257971638,C,Third,man,True,Cherbourg,no,True,0
525,0,3,male,0.8663942578743044,0,0,-0.9862603332214835,Q,Third,man,True,Queenstown,no,True,0
527,0,1,male,-0.009837837889073225,0,0,2.6687987797453205,S,First,man,True,Southampton,no,True,0
528,0,3,male,0.7597826379718933,0,0,-0.9619264593562706,S,Third,man,True,Southampton,no,True,0
529,0,2,male,-0.7319405971034905,2,1,-0.5561801487428454,S,Second,man,True,Southampton,no,False,3
532,0,3,male,-1.5858455613246225,1,1,-1.0620692257971638,C,Third,man,True,Cherbourg,no,False,2
533,1,3,female,-0.009837837889073225,0,2,0.16835050744858493,C,Third,woman,False,Cherbourg,yes,False,2
534,0,3,female,0.018637005848696625,0,0,-0.8649580629279608,S,Third,woman,False,Southampton,no,True,0
536,0,1,male,1.1640242957780427,0,0,0.35560708817197745,S,First,man,True,Southampton,no,True,0
537,1,1,female,0.018637005848696625,0,0,1.868648048138696,C,First,woman,False,Cherbourg,yes,True,0
538,0,3,male,-0.009837837889073225,0,0,-0.30357094565797726,S,Third,man,True,Southampton,no,True,0
539,1,1,female,-0.8575111649413711,0,2,1.03446825876867,C,First,woman,False,Cherbourg,yes,False,2
540,1,1,female,0.5336721831202722,0,2,1.4275542197775115,S,First,woman,False,Southampton,yes,False,2
542,0,3,female,-2.8155636700460325,4,2,0.5340988855822495,S,Third,child,False,Southampton,no,False,6
543,1,2,male,0.20095010836623992,1,0,0.33279481642245184,S,Second,man,True,Southampton,yes,False,1
544,0,1,male,1.461654333681781,1,0,1.868648048138696,C,First,man,True,Cherbourg,no,False,1
545,0,1,male,2.1590026134709013,0,0,0.33279481642245184,S,First,man,True,Southampton,no,True,0
546,1,2,female,-1.2716473079558395,1,0,0.33279481642245184,S,Second,woman,False,Southampton,yes,False,1
547,1,2,male,-0.009837837889073225,0,0,-0.35256817713921257,C,Second,man,True,Cherbourg,yes,True,0
548,0,3,male,0.2878761249879749,1,1,0.07511682524634744,S,Third,man,True,Southampton,no,False,2
550,1,1,male,-1.5858455613246225,0,2,1.9133695754463693,C,First,man,True,Cherbourg,yes,False,2
551,0,2,male,-0.27899303205504183,0,0,0.33279481642245184,S,Second,man,True,Southampton,no,True,0
552,0,3,male,-0.009837837889073225,0,0,-0.9751801618098409,Q,Third,man,True,Queenstown,no,True,0
553,1,3,male,-0.8575111649413711,0,0,-1.0627025381392528,C,Third,man,True,Cherbourg,yes,True,0
554,1,3,female,-0.8575111649413711,0,0,-0.9827506211941123,S,Third,woman,False,Southampton,yes,True,0
556,1,1,female,1.346337398295587,1,0,0.791294306334196,C,First,woman,False,Cherbourg,yes,False,1
557,0,1,male,-0.009837837889073225,0,0,2.6966725946465777,C,First,man,True,Cherbourg,no,True,0
558,1,1,female,0.7597826379718933,1,1,1.5528359162295087,S,First,woman,False,Southampton,yes,False,2
559,1,3,female,0.5336721831202722,1,0,-0.1048833594899026,S,Third,woman,False,Southampton,yes,False,1
561,0,3,male,0.8313022210240106,0,0,-0.9659491590548142,S,Third,man,True,Southampton,no,True,0
562,0,2,male,-0.17625906909495204,0,0,-0.3814443979987185,S,Second,man,True,Southampton,no,True,0
565,0,3,male,-0.6117151068090739,2,0,0.2523569365280206,S,Third,man,True,Southampton,no,False,2
566,0,3,male,-1.2716473079558395,0,0,-0.9659491590548142,S,Third,man,True,Southampton,no,True,0
567,0,3,female,-0.07713055989668878,0,4,0.10393439640836585,S,Third,woman,False,Southampton,no,False,4
569,1,3,male,0.20095010836623992,0,0,-0.971705897410643,S,Third,man,True,Southampton,yes,True,0
570,1,2,male,2.069316584280887,0,0,-0.6553179761010235,S,Second,man,True,Southampton,yes,True,0
571,1,1,female,1.6262565779406366,2,0,1.0771926701275054,S,First,woman,False,Southampton,yes,False,2
572,1,1,male,0.5336721831202722,0,0,0.34891665849039055,S,First,man,True,Southampton,yes,True,0
574,0,3,male,-1.7571023967384214,0,0,-0.9448718915295101,S,Third,man,True,Southampton,no,True,0
575,0,3,male,-1.2716473079558395,0,0,-0.30357094565797726,S,Third,man,True,Southampton,no,True,0
576,1,2,female,0.3722069437800388,0,0,-0.4225724730325312,S,Second,woman,False,Southampton,yes,True,0
577,1,1,female,0.7597826379718933,1,0,1.1669746057924772,S,First,woman,False,Southampton,yes,False,1
578,0,3,female,-0.009837837889073225,1,0,-0.3067094736105588,C,Third,woman,False,Cherbourg,no,False,1
579,1,3,male,0.20095010836623992,0,0,-0.9619264593562706,S,Third,man,True,Southampton,yes,True,0
580,1,2,female,-0.49639817142288,1,1,0.4887410561406243,S,Second,woman,False,Southampton,yes,False,2
581,1,1,female,0.7597826379718933,1,1,1.9133695754463693,C,First,woman,False,Cherbourg,yes,False,2
582,0,2,male,1.6790594730496204,0,0,0.33279481642245184,S,Second,man,True,Southampton,no,True,0
